#,Code,Description,"Ad status","Expires on",Reserved,Client,Channel,Office,"Updated at"
48,Love15,"10% discount",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
49,hala40,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
50,ramadan5,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
51,ramadan9,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
52,ramadan2,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
53,ramadan11,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
54,ramadan8,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
55,cute5,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
56,cute4,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
57,care3,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
58,cute3,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
59,Cute1,"Discount 10%",active,N/A,"Arwa AlOmrani",MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
60,Cute2,"Discount 10%",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
61,Cute7,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
62,Cute9,"Discount 10%",active,N/A,"Omy Tip",MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
63,Cute12,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
64,Cute18,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
65,Cute20,"Discount 10%",active,N/A,"Anno Aloula",MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
66,Cute30,"Discount 10%",active,N/A,"Dr. Hind",MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
67,Cute34,"Discount 10%",N/A,N/A,N/A,MumzWorld,SEM,N/A,"2019-03-01 11:28:40"
68,Cute38,"Discount 10% (Testing - Sara)",N/A,N/A,N/A,MumzWorld,Others,N/A,"2019-03-01 11:28:40"
69,care4,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
70,Cute40,"Discount 10% (Testing - Sara)",N/A,N/A,N/A,MumzWorld,Others,N/A,"2019-03-01 11:28:40"
71,care1,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
72,care12,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
73,care2,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
74,Care5,"Discount 10%",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
75,Care6,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
76,Care7,"Discount 10%",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
77,Care8,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
78,Care9,"Discount 10%",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
79,Care10,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
80,Care14,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
81,Care16,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
82,Care18,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
83,Care20,"Discount 10%",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
84,hanan15,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
85,Care22,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
86,hanan25,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
87,hanan20,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
88,Care26,"Discount 10% (Sara Materials)",active,N/A,N/A,MumzWorld,Others,N/A,"2019-03-01 11:28:40"
89,ramadan1,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
90,Care28,"Discount 10%",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
91,ramadan13,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
92,Care30,"Discount 10%",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
93,KSA2,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
94,KSA16,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
95,KSA18,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
96,KSA22,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
97,KSA28,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
98,KSA4,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
99,Mom10,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
100,KSA6,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
101,Mom15,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
102,KSA8,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
103,Mom20,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
104,KSA30,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
105,Mom25,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
106,KSA35,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
107,Mom30,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
108,KSA40,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
109,Mom35,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
110,Mom40,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
111,Mom50,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
112,Mom55,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
113,Mom60,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
114,Mom65,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
115,Mom70,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
116,Mom75,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
117,Mom80,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
118,Mom85,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
119,Mom90,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
120,Mom95,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
121,Mom11,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
122,Mom12,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
123,Mom22,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
124,Mom24,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
125,Mom33,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
126,Mom34,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
127,Mom42,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
128,Mom44,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
129,Mom64,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
130,Mom66,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
131,Mom74,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
132,Mom84,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
133,Mom88,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
134,Mom94,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
135,Mom99,N/A,Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:40"
136,Sa10,N/A,active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
137,SA15,N/A,active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
138,SA50,N/A,active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:40"
139,Laky14,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:39"
140,SA55,N/A,active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:39"
141,Love11,"Disscount 10% off",Active,2018-08-07,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:39"
142,Love12,"Disscount 10% off",Active,2018-08-07,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:39"
143,Love14,"Disscount 10% off",Active,2018-08-07,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:39"
144,cute6,"Discount 10%",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:39"
145,Cute8,"Discount 10%",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:39"
146,Cute22,"Discount 10%",active,N/A,"Doing It With Luv",MumzWorld,Influencers,N/A,"2019-03-01 11:28:39"
147,Cute32,"Discount 10% (Testing coupon for shipped orders - Sara, Rasha, Farah
)",active,N/A,N/A,MumzWorld,Others,N/A,"2019-03-01 11:28:39"
148,Cute36,"Discount 10%  - Digital (Affiliate)",active,N/A,N/A,MumzWorld,Others,N/A,"2019-03-01 11:28:39"
149,hala45,N/A,active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-03-01 11:28:39"
150,KSA14,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:39"
151,KSA24,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:39"
152,KSA26,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:39"
153,Mom45,N/A,Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:39"
154,SA20,N/A,active,N/A,N/A,MumzWorld,N/A,N/A,"2019-03-01 11:28:39"
155,"Code Create1",desc,active,2018-12-12,"waqas latif",Ounass,Influencers,"Itcan - DXB Office","2019-03-01 10:57:08"
156,Mom20,"20% discount on everything (Sale and non sale items)",Deactive,N/A,"Amna AlGhammas",Nisnass,N/A,N/A,"2019-03-01 00:01:27"
157,Now54,"20% discount off everything except (Armani, GAP, M&amp;P)",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-03-01 00:01:24"
158,New60,"20% off everything on the website",Deactive,N/A,"Amna AlGhammas",Nisnass,Influencers,N/A,"2019-03-01 00:01:15"
159,New38,"20% off everything on the website (Materials)",Deactive,N/A,N/A,Nisnass,Materials,N/A,"2019-03-01 00:01:14"
160,New30,"20% off everything on the website",Deactive,N/A,"Om Shahoodi bint Ibrahim Alkhuwatir",Nisnass,Influencers,N/A,"2019-03-01 00:01:13"
161,New32,"20% off everything on the website",Deactive,N/A,"Wejdan Abdulaziz",Nisnass,Influencers,N/A,"2019-03-01 00:01:13"
162,New34,"20% off everything on the website",Deactive,N/A,"Raghad Days",Nisnass,Influencers,N/A,"2019-03-01 00:01:13"
163,New36,"20% off everything on the website",Deactive,N/A,"Yara AlNamlah",Nisnass,Influencers,N/A,"2019-03-01 00:01:13"
164,Nas65,"20% Discount of sale and non sale items",Deactive,N/A,"Awatef Om Seba",Nisnass,Influencers,N/A,"2019-03-01 00:00:36"
165,Him14,"10% discount on full priced and sale MEN items",N/A,N/A,"Lama AlAkeel",Ounass,Influencers,N/A,"2019-02-28 15:49:15"
166,Him12,"10% discount on full priced and sale MEN items",N/A,N/A,"Afnan AlBatel",Ounass,Influencers,N/A,"2019-02-28 15:48:19"
167,Him10,"10% discount on full priced and sale MEN items TTK",N/A,N/A,N/A,Ounass,"The Trends KSA",N/A,"2019-02-28 14:53:27"
168,Him8,"10% discount on full priced and sale MEN items",N/A,N/A,"Rana Nasir",Ounass,Influencers,N/A,"2019-02-28 11:03:23"
169,Mom90,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:28"
170,Mom92,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:28"
171,Mom94,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:28"
172,Mom96,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:28"
173,Mom98,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:28"
174,Mom70,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:27"
175,Mom72,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:27"
176,Mom74,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:27"
177,Mom76,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:27"
178,Mom78,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:27"
179,Mom80,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:27"
180,Mom82,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:27"
181,Mom84,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:27"
182,Mom86,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:27"
183,Mom88,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:27"
184,Mom56,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:26"
185,Mom58,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:26"
186,Mom60,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:26"
187,Mom62,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:26"
188,Mom64,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:26"
189,Mom66,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:26"
190,Mom68,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:26"
191,Mom32,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:25"
192,Mom34,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:25"
193,Mom36,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:25"
194,Mom38,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:25"
195,Mom40,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:25"
196,Mom42,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:25"
197,Mom44,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:25"
198,Mom46,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:25"
199,Mom48,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:25"
200,Mom50,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:25"
201,Mom52,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:25"
202,Mom54,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:25"
203,Mom6,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:24"
204,Mom8,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:24"
205,Mom10,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:24"
206,Mom12,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:24"
207,Mom14,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:24"
208,Mom16,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:24"
209,Mom18,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:24"
210,Mom22,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:24"
211,Mom24,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:24"
212,Mom26,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:24"
213,Mom28,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:24"
214,Mom30,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:24"
215,Mom2,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:23"
216,Mom4,"20% discount on everything (Sale and non sale items)",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-02-28 00:01:23"
217,Him4,"10% discount on full priced and sale MEN items",N/A,N/A,N/A,Ounass,Others,"Itcan - DXB Office","2019-02-27 10:32:12"
218,Love50,"10% discount on everything expect MUFE and Dior",N/A,N/A,N/A,Wojooh,Others,"Itcan - DXB Office","2019-02-27 10:23:03"
219,itc29,"10% on one time service",N/A,N/A,N/A,Matic,Networks,N/A,"2019-02-26 16:34:47"
220,itc23,"10% on one time service",N/A,N/A,N/A,Matic,Networks,N/A,"2019-02-26 16:34:37"
221,Now34,"20% discount off everything except (Armani, GAP, M&amp;P)",Deactive,N/A,Mhmdz,Nisnass,Influencers,N/A,"2019-02-26 00:02:20"
222,Now36,"20% discount off everything except (Armani, GAP, M&amp;P)",Deactive,N/A,N/A,Nisnass,Facebook,N/A,"2019-02-26 00:02:20"
223,Now38,"20% discount off everything except (Armani, GAP, M&amp;P)",Deactive,N/A,"Dr. Hind",Nisnass,Influencers,N/A,"2019-02-26 00:02:20"
224,Now16,"20% discount off everything except (Armani, GAP, M&amp;P)",Deactive,N/A,"Joud Lama",Nisnass,Influencers,N/A,"2019-02-26 00:02:19"
225,Him6,"10% discount on full priced and sale MEN items",N/A,N/A,"Sausan AlKadi",Ounass,Influencers,N/A,"2019-02-25 14:02:45"
226,Mum54,"10% discount on full price and discounted items",N/A,N/A,Sosanita,MumzWorld,Influencers,N/A,"2019-02-25 11:54:51"
227,Mum52,"10% discount on full price and discounted items",N/A,N/A,"Ruba Mohammad",MumzWorld,Influencers,N/A,"2019-02-25 11:53:45"
228,Mum48,"10% discount on full price and discounted items",N/A,N/A,"Dr. Batoul",MumzWorld,Influencers,N/A,"2019-02-25 11:47:36"
229,Mum46,"10% discount on full price and discounted items",N/A,N/A,"Aisha AlOufi",MumzWorld,Influencers,N/A,"2019-02-25 11:47:13"
230,Mum42,"10% discount on full price and discounted items",active,N/A,"Arwa AlOmrani",MumzWorld,Influencers,N/A,"2019-02-25 11:46:53"
231,Mum44,"10% discount on full price and discounted items",N/A,N/A,"Arwa Dhlaa",MumzWorld,Influencers,N/A,"2019-02-25 11:46:28"
232,Love20,"10% discount on everything expect MUFE and Dior",N/A,N/A,"Raghad Days",Wojooh,Influencers,N/A,"2019-02-25 11:46:00"
