#,Code,Description,"Ad status","Expires on",Reserved,Client,Channel,Office,"Updated at"
992,Fast18,N/A,Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-04 05:30:36"
993,Get29,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:35"
994,Get31,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:35"
995,Get33,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:35"
996,Get35,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:35"
997,Get37,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:35"
998,Get39,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:35"
999,Get41,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:35"
1000,Get43,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:35"
1001,Get45,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:35"
1002,Get47,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:35"
1003,Get11,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:34"
1004,Get13,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:34"
1005,Get15,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:34"
1006,Get17,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:34"
1007,Get19,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:34"
1008,Get21,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:34"
1009,Get23,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:34"
1010,Get25,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:34"
1011,Get27,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:34"
1012,Get1,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:34"
1013,Get3,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:34"
1014,Get5,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:34"
1015,Get7,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:34"
1016,Get9,"Buy1 Get1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:34"
1017,Get64,"50% (for 2 or more items in the cart)",Deactive,2018-11-13,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:33"
1018,Get66,"50% (for 2 or more items in the cart)",Deactive,2018-11-13,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:33"
1019,Get68,"50% (for 2 or more items in the cart)",Deactive,2018-11-13,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:33"
1020,Get70,"50% (for 2 or more items in the cart)",Deactive,2018-11-13,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:33"
1021,Get72,"Buy 1 Get 1",Deactive,N/A,N/A,Nisnass,Others,N/A,"2019-01-04 05:30:33"
1022,Get74,"Buy 1 Get 1",Deactive,N/A,"Yara AlNamlah",Nisnass,Influencers,N/A,"2019-01-04 05:30:33"
1023,Get76,"Buy 1 Get 1",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:33"
1024,Get78,"Buy 1 Get 1",Deactive,N/A,"Raghad Mohammad",Nisnass,Influencers,N/A,"2019-01-04 05:30:33"
1025,Get80,"Buy 1 Get 1",Deactive,N/A,Mhmdz,Nisnass,Influencers,N/A,"2019-01-04 05:30:33"
1026,Get42,"Buy 1 Get 1",Deactive,N/A,"Nawaf AlFalasi",Nisnass,Influencers,N/A,"2019-01-04 05:30:32"
1027,Get44,"Buy 1 Get 1",Deactive,N/A,"Yara AlNamlah",Nisnass,Influencers,N/A,"2019-01-04 05:30:32"
1028,Get46,"Buy 1 Get 1",Deactive,N/A,"Wejdan Abdulaziz",Nisnass,Influencers,N/A,"2019-01-04 05:30:32"
1029,Get48,"Buy 1 Get 1",Deactive,N/A,"Asma AlQhtani",Nisnass,Influencers,N/A,"2019-01-04 05:30:32"
1030,Get50,"50% (for 2 or more items in the cart)",Deactive,2018-11-13,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:32"
1031,Get52,"50% (for 2 or more items in the cart)",Deactive,2018-11-13,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:32"
1032,Get54,"50% (for 2 or more items in the cart)",Deactive,2018-11-13,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:32"
1033,Get56,"50% (for 2 or more items in the cart)",Deactive,2018-11-13,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:32"
1034,Get58,"50% (for 2 or more items in the cart)",Deactive,2018-11-13,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:32"
1035,Get60,"50% (for 2 or more items in the cart)",Deactive,2018-11-13,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:32"
1036,Get62,"50% (for 2 or more items in the cart)",Deactive,2018-11-13,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:32"
1037,Get24,"Buy 1 Get 1",Deactive,N/A,"Mohammad Bakir",Nisnass,Influencers,N/A,"2019-01-04 05:30:31"
1038,Get26,"Buy 1 Get 1",Deactive,N/A,Maitha,Nisnass,Influencers,N/A,"2019-01-04 05:30:31"
1039,Get28,"Buy 1 Get 1",Deactive,N/A,3fretoo,Nisnass,Influencers,N/A,"2019-01-04 05:30:31"
1040,Get30,"Buy 1 Get 1",Deactive,N/A,"Moath Abdulrahman",Nisnass,Influencers,N/A,"2019-01-04 05:30:31"
1041,Get32,"Buy 1 Get 1",Deactive,N/A,"Reem alNajem",Nisnass,Influencers,N/A,"2019-01-04 05:30:31"
1042,Get34,"Buy 1 Get 1",Deactive,N/A,"Abdulaziz AlOqla",Nisnass,Influencers,N/A,"2019-01-04 05:30:31"
1043,Get36,"Buy 1 Get 1",Deactive,N/A,"Joud Lama",Nisnass,Influencers,N/A,"2019-01-04 05:30:31"
1044,Get38,"Buy 1 Get 1",Deactive,N/A,"Om Shahoodi bint Ibrahim Alkhuwatir",Nisnass,Influencers,N/A,"2019-01-04 05:30:31"
1045,Get40,"Buy 1 Get 1",Deactive,N/A,Mhmdz,Nisnass,Influencers,N/A,"2019-01-04 05:30:31"
1046,Get12,"Buy 1 Get 1",Deactive,N/A,"Amna AlGhammas",Nisnass,Influencers,N/A,"2019-01-04 05:30:30"
1047,Get14,"Buy 1 Get 1",Deactive,N/A,"Noura AlAmairi",Nisnass,Influencers,N/A,"2019-01-04 05:30:30"
1048,Get16,"Buy 1 Get 1",Deactive,N/A,"Osama AlDughairi",Nisnass,Influencers,N/A,"2019-01-04 05:30:30"
1049,Get18,"Buy 1 Get 1",Deactive,N/A,"Mohammed Alarfaj",Nisnass,Influencers,N/A,"2019-01-04 05:30:30"
1050,Get20,"Buy 1 Get 1",Deactive,N/A,"Raghad Days",Nisnass,Influencers,N/A,"2019-01-04 05:30:30"
1051,Get4,"Buy 1 Get 1",Deactive,N/A,"Ahmad AlBarqi",Nisnass,Influencers,N/A,"2019-01-04 05:30:29"
1052,Get6,"Buy 1 Get 1",Deactive,N/A,"Waad AlTurki",Nisnass,Influencers,N/A,"2019-01-04 05:30:29"
1053,Get8,"Buy 1 Get 1",Deactive,N/A,"Hussam Shammaa",Nisnass,Influencers,N/A,"2019-01-04 05:30:29"
1054,Get10,"Buy 1 Get 1",Deactive,N/A,"Thunayan Khalid",Nisnass,Influencers,N/A,"2019-01-04 05:30:29"
1055,Get2,"Buy 1 Get 1",Deactive,N/A,"Dr. Hind",Nisnass,Influencers,N/A,"2019-01-04 05:30:28"
1056,Nas67,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:23"
1057,Nas69,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:23"
1058,Nas45,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:22"
1059,Nas47,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:22"
1060,Nas49,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:22"
1061,Nas51,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-04 05:30:22"
1062,Nas53,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:22"
1063,Nas55,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-04 05:30:22"
1064,Nas57,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:22"
1065,Nas59,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:22"
1066,Nas61,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:22"
1067,Nas63,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:22"
1068,Nas27,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-04 05:30:21"
1069,Nas29,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-04 05:30:21"
1070,Nas31,"20% Discount of sale and non sale items (Materials)",Deactive,N/A,N/A,Nisnass,Others,N/A,"2019-01-04 05:30:21"
1071,Nas33,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-04 05:30:21"
1072,Nas35,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-04 05:30:21"
1073,Nas37,"20% Discount of sale and non sale items",Deactive,N/A,"Afnan AlBatel",Nisnass,Influencers,N/A,"2019-01-04 05:30:21"
1074,Nas39,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:21"
1075,Nas41,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-04 05:30:21"
1076,Nas43,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-04 05:30:21"
1077,Nas3,"20% Discount of sale and non sale items (Saudi Coupons)",Deactive,N/A,N/A,Nisnass,Others,N/A,"2019-01-04 05:30:20"
1078,Nas5,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-04 05:30:20"
1079,Nas7,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-04 05:30:20"
1080,Nas9,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-04 05:30:20"
1081,Nas11,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-04 05:30:20"
1082,Nas13,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-04 05:30:20"
1083,Nas15,"20% Discount of sale and non sale items",Deactive,N/A,"Raghad Days",Nisnass,Influencers,N/A,"2019-01-04 05:30:20"
1084,Nas17,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-04 05:30:20"
1085,Nas19,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-04 05:30:20"
1086,Nas21,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-04 05:30:20"
1087,Nas23,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-04 05:30:20"
1088,Nas25,"20% Discount of sale and non sale items",Deactive,N/A,"Arwa Dhlaa",Nisnass,Influencers,N/A,"2019-01-04 05:30:20"
1089,Nas1,"20% Discount of sale and non sale items",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-04 05:30:19"
1090,Hala14,"20% discount on everything and discounted items",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:19"
1091,Hala15,"20% discount on everything and discounted items",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:19"
1092,Hala16,"20% discount on everything and discounted items",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:19"
1093,Hala17,"20% discount on everything and discounted items",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:19"
1094,Hala18,"20% discount on everything and discounted items",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:19"
1095,Hala19,"20% discount on everything and discounted items",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:19"
1096,Hala20,"20% discount on everything and discounted items",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:19"
1097,Hala2,"20% discount on everything and discounted items",Deactive,N/A,N/A,Nisnass,SEM,N/A,"2019-01-04 05:30:18"
1098,Hala3,"20% discount on everything and discounted items (ITCAN Office)",Deactive,N/A,N/A,Nisnass,Others,N/A,"2019-01-04 05:30:18"
1099,Hala4,"20% discount on everything and discounted items",Deactive,N/A,"Bushra AlSayed",Nisnass,Influencers,N/A,"2019-01-04 05:30:18"
1100,Hala5,"20% discount on everything and discounted items",Deactive,N/A,"Ahmad AlBarqi",Nisnass,Influencers,N/A,"2019-01-04 05:30:18"
1101,Hala6,"FOR ITCAN OFFICE -
20% discount on everything and discounted items",Deactive,N/A,N/A,Nisnass,Others,N/A,"2019-01-04 05:30:18"
1102,Hala7,"20% discount on everything and discounted items",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:18"
1103,Hala8,"20% discount on everything and discounted items",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:18"
1104,Hala9,"20% discount on everything and discounted items",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:18"
1105,Hala10,"20% discount on everything and discounted items",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:18"
1106,Hala11,"20% discount on everything and discounted items",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:18"
1107,Hala12,"20% discount on everything and discounted items",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:18"
1108,Hala13,"20% discount on everything and discounted items",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-04 05:30:18"
1109,Hala1,"20% discount on everything and discounted items (Sara - Materials)",Deactive,N/A,N/A,Nisnass,Others,N/A,"2019-01-04 05:30:17"
1110,Extra76,"20% discount on top of discounts",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-02 23:21:02"
1111,mama30,"Buy 1 Get1 Free - on Mamas &amp; Papas",Deactive,N/A,"Wejdan Abdulaziz",Nisnass,Influencers,N/A,"2019-01-02 23:20:12"
1112,mama28,"Buy 1 Get1 Free - on Mamas &amp; Papas",Deactive,N/A,"Om Laith",Nisnass,Influencers,N/A,"2019-01-02 23:20:11"
1113,mama24,"Buy 1 Get1 Free - on Mamas &amp; Papas",Deactive,N/A,Manar,Nisnass,Influencers,N/A,"2019-01-02 23:20:10"
1114,mama26,"Buy 1 Get1 Free - on Mamas &amp; Papas",Deactive,N/A,"Lama AlAkeel",Nisnass,Influencers,N/A,"2019-01-02 23:20:10"
1115,mama22,"Buy 1 Get1 Free - on Mamas &amp; Papas",Deactive,N/A,"Doing It With Luv",Nisnass,Influencers,N/A,"2019-01-02 23:20:09"
1116,mama18,"Buy 1 Get1 Free - on Mamas & Papas",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-02 23:20:08"
1117,mama20,"Buy 1 Get1 Free - on Mamas &amp; Papas",Deactive,N/A,"The Crafty Mom",Nisnass,Influencers,N/A,"2019-01-02 23:20:08"
1118,mama16,"Buy 1 Get1 Free - on Mamas & Papas",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-02 23:20:07"
1119,mama12,"Buy 1 Get1 Free - on Mamas &amp; Papas",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:20:06"
1120,mama14,"Buy 1 Get1 Free - on Mamas & Papas",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-02 23:20:06"
1121,mama10,"Buy 1 Get1 Free - on Mamas & Papas",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-02 23:20:05"
1122,mama8,"Buy 1 Get1 Free - on Mamas & Papas",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-02 23:20:04"
1123,mama4,"Buy 1 Get1 Free - on Mamas & Papas",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-02 23:20:03"
1124,mama6,"Buy 1 Get1 Free - on Mamas & Papas",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-02 23:20:03"
1125,mama2,"Buy 1 Get1 Free - on Mamas & Papas",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-02 23:20:02"
1126,nas54,N/A,Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-02 23:16:15"
1127,Get22,"Buy 1 Get 1",Deactive,N/A,"Dr. Hind",Nisnass,Influencers,N/A,"2019-01-02 23:15:37"
1128,Asly80,"35% off perfumes",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:15:22"
1129,Asly78,"35% off perfumes",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:15:21"
1130,Asly79,"35% off perfumes",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:15:21"
1131,Asly77,"35% off perfumes",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:15:20"
1132,Asly75,"35% off perfumes",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:15:19"
1133,Asly76,"35% off perfumes",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:15:19"
1134,Asly74,"35% off perfumes",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:15:18"
1135,Asly73,"35% off perfumes",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:15:17"
1136,Asly71,"35% off perfumes",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:15:16"
1137,Asly72,"35% off perfumes",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:15:16"
1138,Asly70,"35% off perfumes",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:15:15"
1139,Asly68,"35% off perfumes",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:15:14"
1140,Asly69,"35% off perfumes",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:15:14"
1141,Asly67,"35% off perfumes",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:15:13"
1142,Asly65,"35% off perfumes",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:15:12"
1143,Asly66,"35% off perfumes",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:15:12"
1144,Asly64,"35% off perfumes",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:15:11"
1145,Asly62,"35% off perfumes",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:15:10"
1146,Asly63,"35% off perfumes",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:15:10"
1147,Asly61,"35% off perfumes",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-02 23:15:09"
1148,Asly60,"35% off perfumes",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-02 23:15:08"
1149,Asly56,"35% off perfumes",Deactive,N/A,N/A,Nisnass,N/A,N/A,"2019-01-02 23:15:07"
1150,Asly58,"35% off perfumes",Deactive,N/A,"Raghad Mohammad",Nisnass,Influencers,N/A,"2019-01-02 23:15:07"
1151,Asly52,"35% off perfumes",Deactive,N/A,"Abdulrahman AlSadhan",Nisnass,Influencers,N/A,"2019-01-02 23:15:05"
1152,Asly48,"35% off perfumes",Deactive,N/A,"Asma AlQhtani",Nisnass,Influencers,N/A,"2019-01-02 23:15:04"
1153,Asly46,"35% off perfumes",Deactive,N/A,"Wejdan Abdulaziz",Nisnass,Influencers,N/A,"2019-01-02 23:15:03"
1154,Asly44,"35% off perfumes",Deactive,N/A,"Yara AlNamlah",Nisnass,Influencers,N/A,"2019-01-02 23:15:02"
1155,Asly40,"35% off perfumes",Deactive,N/A,Mhmdz,Nisnass,Influencers,N/A,"2019-01-02 23:15:01"
1156,Asly42,"30% off perfumes",Deactive,N/A,"Nawaf AlFalasi",Nisnass,Influencers,N/A,"2019-01-02 23:15:01"
1157,Asly38,"30% off perfumes",Deactive,N/A,"Om Shahoodi bint Ibrahim Alkhuwatir",Nisnass,Influencers,N/A,"2019-01-02 23:15:00"
1158,Asly34,"30% off perfumes",Deactive,N/A,"Abdulaziz AlOqla",Nisnass,Influencers,N/A,"2019-01-02 23:14:59"
1159,Asly36,"30% off perfumes",Deactive,N/A,"Joud Lama",Nisnass,Influencers,N/A,"2019-01-02 23:14:59"
1160,Asly32,"30% off perfumes",Deactive,N/A,"Reem alNajem",Nisnass,Influencers,N/A,"2019-01-02 23:14:58"
1161,Asly28,"30% off perfumes",Deactive,N/A,3fretoo,Nisnass,Influencers,N/A,"2019-01-02 23:14:57"
1162,Asly30,"30% off perfumes",Deactive,N/A,Mhmdz,Nisnass,Influencers,N/A,"2019-01-02 23:14:57"
1163,Asly26,"30% off perfumes",Deactive,N/A,Maitha,Nisnass,Influencers,N/A,"2019-01-02 23:14:56"
1164,Asly22,"30% off perfumes",Deactive,N/A,"Dr. Hind",Nisnass,Influencers,N/A,"2019-01-02 23:14:55"
1165,Asly24,"30% off perfumes",Deactive,N/A,"Mohammad Bakir",Nisnass,Influencers,N/A,"2019-01-02 23:14:55"
1166,Asly20,"30% off perfumes",Deactive,N/A,"Raghad Days",Nisnass,Influencers,N/A,"2019-01-02 23:14:54"
1167,Asly18,"30% off perfumes",Deactive,N/A,"Mohammed Alarfaj",Nisnass,Influencers,N/A,"2019-01-02 23:14:53"
1168,Asly14,"30% off perfumes",Deactive,N/A,"Noura AlAmairi",Nisnass,Influencers,N/A,"2019-01-02 23:14:52"
1169,Asly16,"30% off perfumes",Deactive,N/A,"Osama AlDughairi",Nisnass,Influencers,N/A,"2019-01-02 23:14:52"
1170,Asly12,"30% off perfumes",Deactive,N/A,"Amna AlGhammas",Nisnass,Influencers,N/A,"2019-01-02 23:14:51"
1171,Asly8,"30% off perfumes",Deactive,N/A,"Hussam Shammaa",Nisnass,Influencers,N/A,"2019-01-02 23:14:50"
1172,Asly10,"30% off perfumes",Deactive,N/A,"Thunayan Khalid",Nisnass,Influencers,N/A,"2019-01-02 23:14:50"
1173,Asly6,"30% off perfumes",Deactive,N/A,"Waad AlTurki",Nisnass,Influencers,N/A,"2019-01-02 23:14:49"
1174,Asly2,"30% off perfumes",Deactive,N/A,"Afnan AlBatel",Nisnass,Influencers,N/A,"2019-01-02 23:14:48"
1175,Asly4,"30% off perfumes",Deactive,N/A,"Ahmad AlBarqi",Nisnass,Influencers,N/A,"2019-01-02 23:14:48"
1176,Off35,"10% off - max discount 50 sar/aed-min cart value of 150",Deactive,2018-12-31,"Wejdan Abdulaziz",Nisnass,N/A,N/A,"2019-01-02 23:13:21"
1177,joy41,N/A,active,2019-02-03,N/A,MumzWorld,Influencers,N/A,"2018-12-30 11:23:31"
1178,joy48,N/A,active,2019-02-03,N/A,MumzWorld,Influencers,N/A,"2018-12-28 15:27:00"
1179,joy42,N/A,active,2019-02-03,N/A,MumzWorld,Influencers,N/A,"2018-12-28 15:26:45"
1180,Bard10,"12% coupon Code (DXB Office) + Influencers",N/A,N/A,N/A,Sivvi,Others,N/A,"2018-12-18 22:49:06"
1181,Bard3,"12% coupon Code (Used both Miners + More than 1 Influencers)",active,N/A,"Amna AlGhammas",Sivvi,Miners,N/A,"2018-12-18 00:31:53"
1182,Bard5,"12% coupon Code (More than 1 Inf)",N/A,N/A,"Huda Saud",Sivvi,Influencers,N/A,"2018-12-18 00:31:32"
1183,KSA14,"12% on Gross Order, Any Customer, Multiple Usage",N/A,N/A,N/A,Sivvi,Influencers,N/A,"2018-12-18 00:31:12"
1184,Back13,"12% on Gross Order, Any Customer, Multiple Usage (Miners + Influencers)",active,N/A,"Arwa Dhlaa",Sivvi,Miners,N/A,"2018-12-18 00:21:52"
1185,Back25,"Discount 10%",N/A,N/A,N/A,MumzWorld,Influencers,N/A,"2018-12-17 23:57:51"
1186,Save3,"5%	Discounted",N/A,2019-01-15,"Arwa Dhlaa",Sivvi,Influencers,N/A,"2018-12-16 22:16:21"
1187,Joy30,"10% coupons on top of discounted and non discounted items",Active,2019-02-03,N/A,MumzWorld,Influencers,N/A,"2018-12-16 16:55:38"
1188,Joy31,"10% coupons on top of discounted and non discounted items",Active,2019-02-03,N/A,MumzWorld,Influencers,N/A,"2018-12-16 16:55:38"
1189,Joy32,"10% coupons on top of discounted and non discounted items",Active,2019-02-03,N/A,MumzWorld,Influencers,N/A,"2018-12-16 16:55:38"
1190,Joy33,"10% coupons on top of discounted and non discounted items",Active,2019-02-03,N/A,MumzWorld,Influencers,N/A,"2018-12-16 16:55:38"
1191,Joy34,"10% coupons on top of discounted and non discounted items",Active,2019-02-03,N/A,MumzWorld,Influencers,N/A,"2018-12-16 16:55:38"
1192,Joy36,"10% coupons on top of discounted and non discounted items",Active,2019-02-03,N/A,MumzWorld,N/A,N/A,"2018-12-16 16:55:38"
1193,Joy37,"10% coupons on top of discounted and non discounted items",Active,2019-02-03,N/A,MumzWorld,N/A,N/A,"2018-12-16 16:55:38"
1194,Joy38,"10% coupons on top of discounted and non discounted items",Active,2019-02-03,N/A,MumzWorld,SEM,N/A,"2018-12-16 16:55:38"
1195,Joy39,"10% coupons on top of discounted and non discounted items",Active,2019-02-03,N/A,MumzWorld,N/A,N/A,"2018-12-16 16:55:38"
1196,Joy40,"10% coupons on top of discounted and non discounted items",Active,2019-02-03,N/A,MumzWorld,SEM,N/A,"2018-12-16 16:55:38"
1197,Trend19,"10% Discount on top of discounted items",N/A,N/A,Classy_Closet7,Ounass,Influencers,N/A,"2018-12-13 23:00:14"
1198,Trend18,"10% Discount on top of discounted items",N/A,N/A,"Lama AlAkeel",Ounass,Influencers,N/A,"2018-12-13 22:59:49"
1199,Save2,"5%	Discounted (Affiliates)",N/A,2019-01-15,N/A,Sivvi,Others,N/A,"2018-12-13 22:47:50"
1200,Save1,"5%	Discounted",N/A,2019-01-15,N/A,Sivvi,SEM,N/A,"2018-12-13 22:47:36"
1201,Save6,"5%	Discounted",Active,2019-01-15,N/A,Sivvi,N/A,N/A,"2018-12-13 22:47:27"
