#,Code,Description,"Ad status","Expires on",Reserved,Client,Channel,Office,"Updated at"
3198,asly5,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3199,asly6,N/A,Active,N/A,N/A,Elabelz,Influencers,N/A,"2018-02-12 17:09:58"
3200,Asly35,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3201,asly7,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3202,Ejaza100,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3203,asly8,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3204,Asly40,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3205,asly9,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3206,ejaza5,N/A,Active,N/A,N/A,Elabelz,Influencers,N/A,"2018-02-12 17:09:58"
3207,ejaza7,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3208,Asly12,N/A,Active,N/A,N/A,Elabelz,Influencers,N/A,"2018-02-12 17:09:58"
3209,ejaza8,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3210,Ejaza170,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3211,ejaza9,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3212,Ejaza2,N/A,Active,N/A,N/A,Elabelz,Influencers,N/A,"2018-02-12 17:09:58"
3213,asly11,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3214,Asly15,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3215,asly13,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3216,Ejaza4,N/A,Active,N/A,N/A,Elabelz,Influencers,N/A,"2018-02-12 17:09:58"
3217,asly14,N/A,Active,N/A,N/A,Elabelz,Influencers,N/A,"2018-02-12 17:09:58"
3218,Asly17,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3219,asly16,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3220,asly18,N/A,Active,N/A,N/A,Elabelz,Influencers,N/A,"2018-02-12 17:09:58"
3221,asly19,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3222,ejaza13,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3223,ejaza16,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3224,ejaza19,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3225,ejaza21,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3226,ejaza22,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3227,ejaza23,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3228,ejaza24,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3229,ejaza26,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3230,ejaza27,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3231,ejaza28,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3232,ejaza29,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3233,ejaza30,N/A,Active,N/A,N/A,Elabelz,Influencers,N/A,"2018-02-12 17:09:58"
3234,Rwatb1,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3235,Rwatb2,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3236,Rwatb3,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3237,Rwatb4,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3238,Rwatb5,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3239,ejaza25,N/A,Active,N/A,N/A,Elabelz,Influencers,N/A,"2018-02-12 17:09:58"
3240,Rwatb6,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3241,asly10,N/A,Active,N/A,N/A,Elabelz,Influencers,N/A,"2018-02-12 17:09:58"
3242,ejaza1,N/A,Active,N/A,N/A,Elabelz,N/A,N/A,"2018-02-12 17:09:58"
3243,ejaza12,N/A,Active,N/A,N/A,Elabelz,Influencers,N/A,"2018-02-12 17:09:58"
3244,ejaza11,N/A,Active,N/A,N/A,Elabelz,Influencers,N/A,"2018-02-12 17:09:58"
3245,ejaza18,N/A,Active,N/A,N/A,Elabelz,Influencers,N/A,"2018-02-12 17:09:58"
3246,ejaza14,N/A,Active,N/A,N/A,Elabelz,Influencers,N/A,"2018-02-12 17:09:58"
3247,ejaza3,N/A,Active,N/A,N/A,Elabelz,Influencers,N/A,"2018-02-12 17:09:58"
3248,asly1,N/A,Active,N/A,N/A,Elabelz,Influencers,N/A,"2018-02-12 17:09:58"
3249,OFF02,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3250,OFF06,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3251,OFF09,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3252,Feb20,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3253,Feb30,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3254,Feb40,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3255,Feb50,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3256,Feb60,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3257,Feb70,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3258,Feb80,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3259,Feb90,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3260,Feb15,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3261,Feb25,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3262,Feb35,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3263,Feb45,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3264,Feb55,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3265,Feb65,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3266,Feb75,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3267,Feb85,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3268,Feb95,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3269,Ahlan20,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3270,OFF2,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3271,OFF6,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3272,OFF9,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3273,Love2,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3274,Love3,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3275,Love4,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,Influencers,N/A,"2018-02-12 16:37:25"
3276,Love5,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,Influencers,N/A,"2018-02-12 16:37:25"
3277,Love6,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3278,Love7,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3279,Love8,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:37:25"
3280,Love9,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,Influencers,N/A,"2018-02-12 16:37:25"
3281,OFF01,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3282,OFF04,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3283,OFF08,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3284,Feb10,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3285,Ahlan10,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3286,Ahlan30,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3287,Ahlan40,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3288,Ahlan50,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3289,Ahlan60,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3290,Ahlan70,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3291,Ahlan80,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3292,Ahlan90,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3293,Ahlan15,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3294,Ahlan25,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3295,Ahlan35,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3296,Ahlan45,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3297,Ahlan55,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3298,Ahlan65,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3299,Ahlan75,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3300,Ahlan85,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3301,Ahlan95,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3302,OFF1,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3303,OFF4,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,Influencers,N/A,"2018-02-12 16:36:14"
3304,OFF8,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3305,Love1,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:36:14"
3306,Jan1,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:34:41"
3307,Jan2,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:34:41"
3308,Jan3,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:34:41"
3309,Jan4,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:34:41"
3310,Jan5,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:34:41"
3311,Jan6,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:34:41"
3312,Jan7,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:34:41"
3313,Jan8,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:34:41"
3314,Jan9,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:34:41"
3315,Yes4,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:34:03"
3316,Yes5,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:34:03"
3317,Yes6,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:34:03"
3318,Yes7,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:34:03"
3319,Yes8,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:34:03"
3320,Yes9,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:34:03"
3321,Yes1,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:34:02"
3322,Yes2,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:34:02"
3323,Yes3,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:34:02"
3324,Go15,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:33:31"
3325,Go25,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:33:31"
3326,Go35,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:33:31"
3327,Go45,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:33:31"
3328,Go55,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:33:31"
3329,Go65,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:33:31"
3330,Go75,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:33:31"
3331,Go85,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:33:31"
3332,Go95,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:33:31"
3333,Joy70,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3334,Joy80,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3335,Joy90,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3336,wnasa1,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3337,wnasa2,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3338,wnasa3,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3339,wnasa4,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3340,wnasa5,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3341,wnasa6,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3342,wnasa7,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3343,wnasa8,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3344,wnasa9,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3345,Save1,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3346,Save2,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3347,Save3,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3348,Save4,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3349,Save5,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3350,Save6,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3351,Save7,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3352,Save8,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3353,Save9,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3354,Go1,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3355,Go2,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3356,Go3,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3357,Go4,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3358,Go5,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3359,Go6,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3360,Go7,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3361,Go8,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3362,Go9,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3363,Joy10,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,Influencers,N/A,"2018-02-12 16:32:41"
3364,Joy20,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3365,Joy30,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3366,Joy40,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3367,Joy50,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3368,Joy60,"10% off - max discount 50 sar/aed-min cart value of 150",Active,2018-12-31,N/A,Wadi,N/A,N/A,"2018-02-12 16:32:41"
3369,Joy1,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,Influencers,N/A,"2018-02-12 16:27:00"
3370,Joy2,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,Influencers,N/A,"2018-02-12 16:27:00"
3371,Joy3,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,Influencers,N/A,"2018-02-12 16:27:00"
3372,Joy4,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,Influencers,N/A,"2018-02-12 16:27:00"
3373,Joy5,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:27:00"
3374,Joy6,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:27:00"
3375,Joy7,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:27:00"
3376,Joy8,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,Influencers,N/A,"2018-02-12 16:27:00"
3377,Joy9,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,Influencers,N/A,"2018-02-12 16:27:00"
3378,buy1,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:27:00"
3379,buy2,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:27:00"
3380,buy3,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:27:00"
3381,buy4,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:27:00"
3382,buy5,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:27:00"
3383,buy6,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:27:00"
3384,buy7,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:27:00"
3385,buy8,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:27:00"
3386,buy9,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:27:00"
3387,SA2,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:27:00"
3388,SA4,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:27:00"
3389,SA6,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:27:00"
3390,SA8,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:27:00"
3391,Rwatb1,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:24:28"
3392,Rwatb3,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:24:28"
3393,Rwatb5,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:24:28"
3394,Rwatb7,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:24:28"
3395,Rwatb9,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:24:28"
3396,Rwatb500,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:22:42"
3397,Rwatb2,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:22:41"
3398,Rwatb4,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:22:41"
3399,Rwatb6,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:22:41"
3400,Rwatb8,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:22:41"
3401,Rwatb10,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:22:41"
3402,Rwatb20,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:22:41"
3403,Rwatb30,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:22:41"
3404,Rwatb40,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:22:41"
3405,Rwatb50,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:22:41"
3406,Rwatb60,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:22:41"
3407,Rwatb70,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:22:41"
3408,Rwatb80,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:22:41"
3409,Rwatb90,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:22:41"
3410,Rwatb15,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:22:41"
3411,Rwatb25,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:22:41"
3412,Rwatb35,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:22:41"
3413,Rwatb45,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:22:41"
3414,Rwatb55,"20% off - min cart value 150",Active,2018-02-28,N/A,Wadi,N/A,N/A,"2018-02-12 16:22:41"
